ID,Gender,Ever_Married,Graduated,Spending_Score,Segmentation
461693,Female,Yes,Yes,Average,B
466010,Female,Yes,No,Low,A
465674,Female,No,Yes,Low,A
459405,Female,Yes,No,High,A
465989,Female,No,No,Low,D
465598,Male,No,Yes,Low,D
466093,Male,No,Yes,Low,B
462773,Female,Yes,Yes,Average,B
467087,Male,No,Yes,Low,B
465763,Female,Yes,No,Average,D
462958,Male,No,No,Low,D
467056,Female,No,No,Low,A
461990,Female,Yes,Yes,Low,C
464480,Male,Yes,Yes,Average,C
461318,Female,Yes,Yes,Average,C
467398,Male,Yes,No,Low,A
464222,Male,Yes,Yes,Low,D
465427,Male,No,Yes,Low,A
460652,Female,No,No,Low,D
463642,Female,No,Yes,Low,B
462672,Male,No,No,Low,D
466112,Male,Yes,Yes,Average,B
459831,Male,Yes,No,Average,D
463027,Male,Yes,Yes,Average,B
462467,Female,Yes,No,Low,A
461469,Male,Yes,Yes,Low,C
461562,Male,Yes,Yes,Average,C
467051,Female,No,No,Low,D
465928,Female,No,Yes,Low,D
462491,Male,No,Yes,Low,C
460642,Male,No,No,Low,D
460988,Male,Yes,Yes,Average,C
460634,Female,No,No,Low,D
461108,Male,No,No,Low,D
464175,Female,No,No,Low,D
463329,Male,No,No,Low,D
466153,Male,Yes,No,Average,C
467027,Male,No,No,Low,D
459707,Female,Yes,Yes,Low,D
466710,Female,Yes,No,High,C
465616,Male,Yes,Yes,Low,C
463173,Male,No,Yes,Low,B
465779,Female,No,No,Low,D
465826,Male,Yes,No,Low,D
463063,Female,No,No,Low,B
463575,Female,No,Yes,Low,D
466480,Female,Yes,Yes,Average,C
462046,Female,No,Yes,Low,D
466075,Female,Yes,Yes,Average,B
461723,Male,No,Yes,Low,C
460783,Male,Yes,Yes,Low,B
465962,Male,Yes,Yes,Low,A
462781,Male,No,No,Low,C
466020,Male,Yes,No,Low,D
461502,Female,No,Yes,Low,B
463280,Male,Yes,Yes,Average,A
466936,Male,Yes,No,High,C
460552,Male,Yes,Yes,Low,C
459345,Female,Yes,Yes,Low,B
464256,Male,Yes,Yes,Low,C
467097,Male,Yes,Yes,Low,B
462571,Male,Yes,Yes,Average,D
463765,Male,No,Yes,Low,D
460152,Female,No,Yes,Low,C
463415,Female,No,Yes,Low,B
459587,Female,No,Yes,Low,A
460995,Female,No,Yes,Low,D
465426,Male,No,No,Low,B
461452,Female,No,Yes,Low,A
460797,Male,Yes,Yes,Low,A
466618,Male,Yes,Yes,Average,C
462168,Male,Yes,Yes,High,B
465338,Male,Yes,Yes,Average,C
463501,Male,Yes,Yes,High,C
460817,Female,No,No,Low,C
459726,Male,Yes,No,High,B
463516,Male,Yes,No,High,C
463359,Male,No,No,Low,D
463488,Female,No,No,Low,A
465872,Female,No,Yes,Low,A
460588,Male,No,No,Low,D
460236,Male,No,No,Low,D
460802,Male,Yes,Yes,High,C
459467,Female,Yes,Yes,Average,C
466953,Male,Yes,Yes,Average,B
459086,Female,No,No,Low,B
464915,Male,Yes,Yes,High,B
460827,Male,Yes,Yes,Low,D
464272,Male,No,Yes,Low,A
461063,Male,Yes,No,Low,D
467302,Male,No,Yes,Low,D
461935,Male,Yes,Yes,Low,C
459089,Male,No,No,Low,B
462365,Male,Yes,Yes,High,B
459628,Female,Yes,Yes,Low,A
467332,Female,Yes,Yes,Low,B
460443,Female,No,Yes,Low,A
462195,Female,No,No,Low,D
466228,Male,Yes,No,Low,B
461952,Female,Yes,No,High,D
467589,Male,No,No,Low,D
466107,Male,Yes,Yes,Average,C
462199,Female,No,No,Low,D
466452,Female,No,Yes,Low,D
467074,Female,No,No,Low,C
464233,Female,Yes,Yes,Average,C
462225,Male,Yes,No,Average,D
465970,Female,Yes,No,Low,B
460094,Female,No,Yes,Low,A
467428,Female,Yes,Yes,Average,B
465623,Male,Yes,Yes,Average,C
467516,Female,Yes,No,High,A
462975,Male,Yes,Yes,Average,C
462389,Female,Yes,No,Low,B
461556,Female,Yes,Yes,Average,A
465964,Female,Yes,No,Low,D
460724,Male,No,Yes,Low,D
466787,Female,Yes,Yes,Low,A
467256,Male,No,No,Low,B
467414,Male,No,Yes,Low,D
466742,Male,Yes,No,Low,A
466017,Female,Yes,Yes,Low,B
463079,Female,No,No,Low,D
459679,Female,No,No,Low,D
465930,Female,No,Yes,Low,A
464821,Female,Yes,No,Low,D
460175,Female,No,No,Low,C
466725,Female,Yes,No,High,A
465095,Male,Yes,Yes,High,C
465452,Male,Yes,No,High,C
463473,Male,No,No,Low,D
463213,Female,No,No,Low,D
467653,Male,Yes,Yes,High,C
463218,Male,Yes,No,Average,A
461289,Male,No,No,Low,D
459983,Female,Yes,Yes,Low,B
465845,Female,Yes,Yes,Low,B
462363,Male,Yes,No,High,D
460575,Female,No,No,Low,D
461509,Male,Yes,Yes,Average,B
460542,Female,Yes,No,Low,B
464064,Female,Yes,No,Low,B
460545,Male,Yes,No,High,D
459303,Male,Yes,Yes,Low,B
462568,Male,Yes,Yes,Low,A
462635,Male,Yes,No,Average,A
464456,Male,Yes,Yes,Low,C
465106,Male,Yes,Yes,High,C
467605,Female,Yes,Yes,Average,A
466116,Male,Yes,Yes,Average,C
461388,Male,No,No,Low,D
466155,Male,Yes,Yes,Average,A
467176,Male,No,No,Low,A
459400,Female,Yes,No,High,B
466784,Male,No,No,Low,D
460320,Male,No,No,Low,C
466454,Male,No,Yes,Low,A
467028,Male,No,Yes,Low,D
464827,Female,Yes,No,Average,D
465463,Female,No,No,Low,A
464501,Female,No,No,Low,A
460659,Female,Yes,Yes,Average,A
463715,Female,No,No,Low,C
461028,Female,No,No,Low,D
466766,Male,Yes,Yes,High,C
462475,Male,Yes,Yes,Average,B
465770,Male,No,Yes,Low,B
466823,Male,Yes,Yes,Low,B
463505,Male,No,Yes,Low,D
467083,Female,Yes,Yes,High,A
467675,Female,No,No,Low,A
464080,Female,No,Yes,Low,C
462287,Female,Yes,Yes,Average,C
466503,Male,Yes,Yes,Average,B
461847,Male,Yes,No,Low,A
461447,Male,Yes,Yes,High,C
459982,Male,No,Yes,Low,A
463316,Female,Yes,No,High,A
466758,Male,Yes,Yes,Low,A
464307,Female,Yes,Yes,Average,C
461344,Male,Yes,No,High,B
463353,Male,Yes,Yes,Average,B
467349,Female,No,No,Low,D
464324,Male,Yes,Yes,Low,D
462108,Female,Yes,Yes,Average,A
459288,Male,Yes,Yes,Low,A
460050,Male,Yes,Yes,Low,A
464994,Male,Yes,Yes,High,C
464903,Male,Yes,No,Average,A
461251,Female,No,Yes,Low,D
463165,Female,Yes,Yes,Average,A
460419,Female,Yes,No,Low,A
465981,Male,No,No,Low,A
465281,Female,Yes,Yes,Average,C
463781,Female,No,No,Low,D
466569,Female,No,No,Low,A
466547,Male,Yes,Yes,Low,B
464631,Male,No,Yes,Low,C
465957,Female,No,Yes,Low,D
459848,Male,Yes,Yes,Average,C
461642,Male,No,Yes,Low,A
467259,Male,Yes,Yes,High,B
463439,Male,Yes,Yes,Average,B
464764,Female,Yes,No,High,A
467073,Male,No,Yes,Low,D
460480,Male,No,No,Low,D
464419,Male,Yes,Yes,Average,C
463686,Female,No,No,Low,A
459411,Male,Yes,No,Low,A
463774,Male,Yes,Yes,Average,A
463671,Male,Yes,Yes,Average,C
466986,Male,Yes,No,Average,B
465508,Male,No,No,Low,D
463284,Female,Yes,Yes,Low,B
465351,Female,Yes,Yes,Average,B
464001,Male,Yes,Yes,Average,C
459483,Male,Yes,Yes,Average,A
466013,Male,No,No,Low,D
459763,Male,No,No,Low,D
466490,Female,Yes,No,High,B
463024,Male,No,Yes,Low,A
463665,Male,Yes,Yes,Average,C
463459,Male,Yes,Yes,High,C
462756,Female,No,No,Low,B
461414,Male,No,Yes,Low,D
463915,Female,No,Yes,Low,D
463543,Male,No,No,Low,D
462768,Male,Yes,Yes,Average,B
461876,Male,No,Yes,Low,D
462135,Female,No,Yes,Low,D
458998,Male,Yes,No,Low,D
466432,Male,No,Yes,Low,A
464722,Male,Yes,Yes,Low,D
460389,Female,Yes,Yes,Average,D
460663,Female,No,No,Low,D
463484,Female,Yes,No,High,D
467771,Female,Yes,Yes,Average,C
462084,Male,Yes,Yes,Low,B
463621,Male,Yes,No,Low,A
467021,Female,Yes,No,High,D
459056,Male,Yes,No,High,B
467563,Male,Yes,Yes,Average,C
459820,Female,Yes,Yes,Average,C
467306,Female,Yes,Yes,Average,C
464865,Female,No,No,Low,A
463585,Female,No,No,Low,D
466186,Male,Yes,Yes,Average,C
459619,Female,Yes,Yes,Low,D
466699,Female,Yes,Yes,Low,B
465517,Female,Yes,Yes,Low,A
459237,Male,No,Yes,Low,A
461757,Female,Yes,Yes,Average,C
466309,Male,No,No,Low,D
466532,Female,No,No,Low,D
460832,Female,Yes,No,Average,D
461531,Male,No,Yes,Low,A
467304,Male,No,No,Low,C
463124,Male,Yes,No,Average,B
461463,Male,No,Yes,Low,B
464566,Male,Yes,Yes,High,A
462070,Male,Yes,Yes,Average,B
464162,Male,Yes,Yes,High,C
466554,Male,No,No,Low,D
462793,Male,Yes,No,High,B
465657,Female,Yes,Yes,Average,C
460530,Female,Yes,Yes,Average,D
464045,Male,Yes,Yes,Low,C
465633,Male,Yes,Yes,High,B
462905,Female,No,No,Low,C
466254,Male,No,Yes,Low,A
460617,Female,No,No,Low,D
465468,Female,Yes,Yes,Average,C
466125,Female,Yes,Yes,Low,B
465207,Male,Yes,Yes,Average,C
463332,Female,Yes,Yes,Low,C
459924,Female,Yes,Yes,Average,C
466143,Female,Yes,No,Average,C
466375,Male,Yes,Yes,Low,C
462951,Male,Yes,Yes,Low,D
465654,Female,No,Yes,Low,B
460987,Male,No,Yes,Low,D
461681,Male,No,Yes,Low,D
462820,Male,No,No,Low,C
467518,Male,No,No,Low,D
467525,Male,No,No,Low,D
465876,Male,No,No,Low,A
464199,Male,Yes,Yes,Low,A
462746,Male,No,No,Low,B
463261,Female,Yes,No,Average,B
467548,Male,Yes,Yes,High,B
460924,Male,No,No,Low,D
463368,Female,Yes,Yes,High,C
459957,Female,Yes,Yes,Low,A
459191,Male,Yes,Yes,Low,B
462479,Female,Yes,Yes,Average,C
466570,Female,Yes,Yes,Average,A
459407,Female,No,Yes,Low,A
467331,Male,No,No,Low,D
463377,Female,Yes,Yes,High,B
467456,Male,Yes,No,High,A
463058,Female,No,Yes,Low,D
467401,Male,Yes,No,Average,C
464029,Male,No,No,Low,D
466056,Female,No,Yes,Low,B
467130,Female,Yes,No,High,A
465002,Female,Yes,Yes,High,C
463155,Female,No,Yes,Low,D
459651,Male,Yes,Yes,Low,B
459961,Male,Yes,Yes,Low,A
466109,Male,Yes,Yes,Average,B
461543,Male,No,No,Low,A
459502,Female,Yes,Yes,Average,C
459864,Female,Yes,No,High,A
460441,Male,No,No,Low,B
461942,Male,No,Yes,Low,D
462755,Female,No,No,Low,D
465098,Female,No,Yes,Low,A
459872,Male,Yes,No,Average,A
462053,Male,Yes,Yes,Low,B
467040,Male,No,Yes,Low,D
465079,Male,Yes,Yes,Low,A
467697,Female,No,Yes,Low,A
466555,Male,No,No,Low,D
463457,Female,Yes,Yes,Average,B
462653,Male,Yes,Yes,Average,A
461390,Female,Yes,Yes,High,C
460217,Male,Yes,Yes,Average,B
463684,Female,No,Yes,Low,A
463764,Male,Yes,Yes,Average,C
465310,Female,No,No,Low,D
462489,Male,Yes,Yes,Low,C
465677,Male,Yes,No,Low,A
459737,Female,Yes,Yes,High,C
465357,Female,Yes,Yes,Average,C
462159,Male,No,Yes,Low,A
461747,Male,Yes,Yes,High,B
465940,Female,No,Yes,Low,A
464323,Female,No,Yes,Low,A
467248,Female,Yes,Yes,High,C
463265,Male,Yes,Yes,Average,C
459946,Female,Yes,Yes,Average,B
463161,Male,No,Yes,Low,A
460790,Female,Yes,Yes,High,C
463118,Female,Yes,Yes,High,B
460864,Female,No,No,Low,D
461039,Female,Yes,No,Average,D
460299,Male,Yes,Yes,Low,B
462378,Male,Yes,No,Low,B
463081,Female,Yes,Yes,Low,B
460923,Male,Yes,Yes,Average,C
462120,Male,Yes,No,Low,A
463980,Female,No,Yes,Low,C
461464,Male,No,Yes,Low,B
466695,Female,Yes,Yes,Low,A
465833,Male,Yes,No,High,A
467490,Male,Yes,No,Average,B
459765,Female,No,Yes,Low,A
467570,Male,No,No,Low,D
464561,Female,No,Yes,Low,A
459409,Female,Yes,Yes,High,B
462864,Female,No,Yes,Low,D
461009,Female,No,No,Low,D
459117,Male,Yes,Yes,High,C
464131,Female,Yes,No,High,B
464079,Female,Yes,No,Average,A
462478,Male,Yes,No,Average,A
465375,Female,No,Yes,Low,B
461637,Male,Yes,Yes,Low,B
459252,Male,Yes,Yes,High,A
461438,Female,Yes,Yes,Average,C
463956,Female,No,No,Low,D
459682,Male,Yes,Yes,Average,A
459892,Female,Yes,Yes,Low,A
467720,Male,No,Yes,Low,A
463148,Male,Yes,Yes,High,C
460862,Male,Yes,No,Average,B
460382,Male,Yes,No,Low,D
461650,Female,Yes,Yes,Low,B
467501,Male,No,Yes,Low,D
459486,Male,Yes,Yes,High,A
467319,Male,No,Yes,Low,A
459604,Female,No,No,Low,D
463554,Female,No,No,Low,C
467652,Male,No,Yes,Low,D
465298,Female,Yes,Yes,Average,C
462494,Female,No,Yes,Low,D
467344,Male,Yes,Yes,Low,B
463442,Male,Yes,Yes,Low,D
467219,Female,Yes,No,High,A
464360,Male,Yes,Yes,High,B
462505,Male,Yes,No,Low,D
459914,Male,No,Yes,Low,D
461255,Male,No,No,Low,D
462360,Female,Yes,Yes,Low,C
466571,Male,No,No,Low,D
465033,Female,Yes,Yes,Average,B
464575,Male,No,Yes,Low,A
465650,Female,No,No,Low,A
464640,Female,No,No,Low,A
459694,Male,Yes,No,Low,D
465216,Male,Yes,Yes,High,C
460818,Female,No,Yes,Low,D
463927,Female,No,Yes,Low,A
459506,Female,No,Yes,Low,A
460265,Male,Yes,Yes,High,B
464178,Male,No,Yes,Low,A
461586,Male,No,Yes,Low,B
461764,Female,No,Yes,Low,A
459297,Male,Yes,Yes,High,C
459548,Female,Yes,Yes,Low,A
463452,Female,Yes,Yes,High,C
467767,Female,No,No,Low,D
465927,Female,No,Yes,Low,D
465857,Female,No,Yes,Low,B
460581,Male,Yes,Yes,Average,A
459501,Female,Yes,Yes,Average,A
466670,Male,Yes,Yes,Average,B
460678,Female,No,No,Low,A
459490,Male,Yes,No,Average,A
460230,Male,No,Yes,Low,C
463653,Female,No,Yes,Low,A
463726,Female,No,No,Low,B
467858,Male,Yes,Yes,Low,A
466907,Male,Yes,Yes,Average,C
467249,Female,No,Yes,Low,D
465533,Female,Yes,Yes,Average,B
462297,Female,No,Yes,Low,B
460596,Male,No,No,Low,A
467709,Female,Yes,Yes,Low,D
467413,Female,Yes,Yes,High,B
464672,Male,No,No,Low,A
465807,Female,No,Yes,Low,B
462760,Male,No,No,Low,D
466529,Female,Yes,Yes,Average,A
464434,Male,Yes,Yes,Average,B
462359,Male,Yes,Yes,Low,D
464802,Male,No,No,Low,A
467643,Male,No,Yes,Low,A
461977,Female,No,Yes,Low,C
461738,Female,Yes,Yes,Average,C
464520,Male,Yes,No,Low,D
464484,Male,Yes,Yes,Average,B
465391,Female,Yes,Yes,High,A
460611,Male,No,Yes,Low,C
466159,Female,Yes,Yes,Average,C
463623,Male,No,Yes,Low,C
459254,Male,Yes,Yes,Low,A
463594,Female,Yes,Yes,Average,C
465118,Female,Yes,Yes,Average,C
460761,Male,Yes,Yes,Average,C
459132,Male,No,No,Low,D
461265,Male,No,No,Low,D
463446,Male,Yes,Yes,Average,C
467902,Female,No,No,Low,A
460591,Female,Yes,Yes,Low,A
464139,Female,No,No,Low,D
466433,Male,Yes,Yes,Low,B
459023,Female,No,No,Low,D
466476,Female,No,No,Low,D
460090,Male,Yes,No,Average,A
461016,Male,No,No,Low,D
464630,Female,Yes,No,Low,A
462464,Male,Yes,Yes,Average,C
459026,Male,No,No,Low,D
464376,Male,Yes,Yes,Low,A
465256,Male,No,No,Low,D
467478,Female,Yes,Yes,Average,C
463094,Male,Yes,Yes,Average,A
463257,Female,No,No,Low,D
465060,Female,Yes,Yes,High,C
461696,Female,Yes,Yes,High,B
466130,Female,No,No,Low,D
460498,Male,Yes,No,High,B
459248,Male,Yes,Yes,Average,B
464924,Male,Yes,No,High,D
462620,Male,Yes,No,Average,D
462657,Male,Yes,Yes,Average,A
467822,Male,Yes,Yes,Low,C
460876,Female,Yes,Yes,High,C
461395,Male,No,No,Low,D
460731,Female,No,Yes,Low,C
463582,Female,No,No,Low,D
461423,Male,No,Yes,Low,B
460879,Female,No,Yes,Low,C
467376,Female,Yes,Yes,Average,C
463701,Male,Yes,Yes,High,C
466667,Female,No,No,Low,D
464345,Female,Yes,Yes,High,C
467889,Male,Yes,Yes,High,C
461709,Male,No,Yes,Low,C
463515,Female,Yes,Yes,Average,C
460080,Female,No,Yes,Low,A
460375,Male,No,Yes,Low,C
466364,Female,Yes,Yes,Low,C
465551,Female,Yes,Yes,Average,B
463096,Female,No,Yes,Low,D
460896,Male,No,Yes,Low,A
460702,Female,No,Yes,Low,B
466001,Female,Yes,Yes,Low,B
465738,Male,Yes,Yes,Low,B
460804,Female,No,Yes,Low,A
464426,Male,No,Yes,Low,D
465880,Female,No,Yes,Low,A
461342,Male,Yes,No,High,B
459078,Male,Yes,Yes,High,B
460396,Female,Yes,Yes,Low,D
461098,Female,Yes,Yes,Low,A
463076,Female,No,Yes,Low,C
460976,Male,No,No,Low,D
465536,Female,Yes,Yes,Average,B
460399,Male,No,Yes,Low,D
460449,Male,No,No,Low,D
463807,Female,No,Yes,Low,B
459323,Female,No,No,Low,D
459727,Male,Yes,No,High,B
463263,Female,Yes,Yes,High,B
466998,Female,Yes,No,Average,C
466729,Male,No,Yes,Low,A
462608,Female,No,No,Low,A
465495,Male,Yes,Yes,Low,A
461244,Female,No,No,Low,D
459173,Male,Yes,Yes,Average,C
465795,Male,No,No,Low,C
467345,Male,Yes,Yes,Low,A
467290,Female,No,No,Low,D
462220,Female,No,No,Low,D
465737,Female,Yes,Yes,Low,D
459423,Male,No,No,Low,D
464445,Male,Yes,Yes,High,C
461378,Female,No,Yes,Low,B
462286,Male,Yes,No,Average,B
463678,Female,No,No,Low,B
465601,Male,Yes,Yes,Average,D
462647,Female,Yes,No,Average,D
465714,Female,Yes,Yes,Low,C
466312,Female,No,No,Low,D
459697,Female,Yes,No,High,A
460057,Male,No,Yes,Low,C
464960,Female,No,No,Low,D
459064,Male,Yes,No,High,D
461277,Male,Yes,Yes,Low,A
463403,Male,No,No,Low,D
463863,Male,Yes,Yes,Average,C
467064,Male,Yes,No,Average,A
467856,Male,Yes,Yes,Low,A
462251,Male,Yes,No,Average,C
465372,Female,No,Yes,Low,A
463970,Female,No,No,Low,B
463547,Female,No,No,Low,B
465331,Female,Yes,Yes,Low,C
460785,Male,No,Yes,Low,B
461788,Female,Yes,Yes,High,C
461617,Male,No,Yes,Low,A
460661,Female,No,No,Low,D
463363,Male,No,No,Low,D
462520,Female,No,Yes,Low,B
461568,Male,Yes,Yes,Average,C
466615,Female,No,No,Low,D
462109,Male,Yes,No,Low,D
459565,Male,No,Yes,Low,A
462766,Female,No,No,Low,D
459690,Female,No,Yes,Low,A
459347,Male,Yes,Yes,Low,B
465766,Male,Yes,No,Low,A
467575,Female,No,No,Low,C
459774,Male,Yes,Yes,Low,D
464860,Female,Yes,No,Average,B
464932,Male,Yes,Yes,Low,D
461814,Female,No,Yes,Low,A
463428,Male,Yes,No,High,A
459671,Female,Yes,Yes,Average,A
464451,Female,Yes,Yes,Average,B
464043,Male,Yes,Yes,Average,C
461784,Female,Yes,Yes,Low,D
463389,Female,Yes,Yes,Average,C
462233,Male,No,No,Low,D
463826,Female,No,Yes,Low,D
465121,Female,No,Yes,Low,B
466168,Female,Yes,Yes,High,B
459841,Male,Yes,Yes,High,B
467342,Female,No,Yes,Low,C
459495,Male,No,Yes,Low,D
464962,Male,Yes,Yes,High,B
460874,Female,No,No,Low,D
463247,Male,No,Yes,Low,A
460771,Male,Yes,Yes,Low,A
465774,Female,No,Yes,Low,D
463551,Male,Yes,Yes,Average,C
464502,Male,Yes,Yes,Average,A
461407,Female,No,Yes,Low,A
465218,Male,Yes,Yes,Average,C
466081,Female,Yes,Yes,Average,C
467336,Female,Yes,Yes,Average,C
462440,Female,No,No,Low,D
459389,Female,No,Yes,Low,A
466446,Female,Yes,Yes,High,C
464385,Male,Yes,No,Average,B
467872,Female,Yes,Yes,Average,B
459857,Male,No,Yes,Low,A
466701,Male,Yes,Yes,Low,C
461169,Male,No,Yes,Low,D
459519,Female,Yes,Yes,Average,A
460795,Male,Yes,Yes,Average,C
464511,Male,Yes,Yes,Low,D
466399,Female,Yes,No,Average,A
465603,Female,Yes,Yes,Low,A
466079,Female,Yes,No,Low,A
459769,Male,No,Yes,Low,D
462450,Male,No,No,Low,D
460587,Female,No,Yes,Low,B
461490,Female,Yes,Yes,High,C
460895,Female,No,Yes,Low,B
465104,Male,Yes,Yes,Average,A
467503,Female,No,Yes,Low,C
460316,Female,No,No,Low,D
467198,Male,No,Yes,Low,D
460348,Female,No,Yes,Low,C
467460,Female,Yes,Yes,Average,B
466838,Male,Yes,No,Low,D
463561,Female,No,Yes,Low,A
466170,Male,Yes,Yes,Low,C
463578,Female,No,No,Low,D
461352,Male,No,No,Low,D
465814,Female,Yes,No,Average,B
467690,Female,Yes,No,High,D
463809,Female,No,Yes,Low,B
460701,Male,Yes,No,Average,B
461592,Male,Yes,Yes,Low,B
467692,Female,Yes,No,Low,B
459033,Female,Yes,Yes,Low,B
466424,Female,Yes,Yes,High,A
459937,Female,No,Yes,Low,A
466404,Female,No,Yes,Low,A
463504,Male,No,Yes,Low,D
459944,Female,Yes,Yes,Low,A
464073,Female,No,Yes,Low,D
462169,Female,Yes,Yes,High,B
463032,Female,Yes,No,High,A
467374,Female,Yes,Yes,High,B
459269,Male,Yes,Yes,Average,C
466769,Female,No,Yes,Low,A
465792,Female,Yes,Yes,Low,C
462280,Male,No,Yes,Low,B
464616,Male,Yes,No,Low,A
465202,Male,No,No,Low,D
464384,Male,No,Yes,Low,C
466655,Male,Yes,No,Low,C
466600,Male,No,No,Low,D
467815,Female,Yes,Yes,Low,C
464966,Male,Yes,No,Low,A
467803,Female,Yes,Yes,Average,B
466810,Male,No,No,Low,D
459896,Female,Yes,Yes,Low,C
464862,Female,No,No,Low,D
461751,Female,Yes,Yes,Average,C
466965,Female,No,Yes,Low,A
465157,Male,Yes,Yes,Average,B
462544,Male,Yes,Yes,Average,D
464652,Female,Yes,No,Average,D
466401,Male,Yes,No,Average,A
461902,Female,Yes,Yes,Low,B
463164,Male,Yes,Yes,Average,C
461660,Female,Yes,No,Low,D
466054,Female,Yes,No,Average,D
464725,Male,Yes,No,High,A
463507,Male,Yes,No,Low,C
465888,Male,Yes,Yes,Average,A
466103,Female,Yes,No,Low,C
461261,Female,No,No,Low,A
462203,Male,Yes,No,High,A
463303,Female,Yes,Yes,Average,B
465943,Male,No,No,Low,D
462997,Male,Yes,Yes,Average,C
460338,Male,No,Yes,Low,D
460000,Male,No,Yes,Low,A
462531,Female,Yes,No,High,B
459417,Male,No,No,Low,D
466479,Male,Yes,Yes,Average,C
460122,Female,No,No,Low,A
459350,Female,Yes,Yes,High,B
460676,Female,Yes,Yes,Average,A
463179,Male,Yes,Yes,Low,A
461137,Male,Yes,Yes,Low,A
467555,Male,No,No,Low,D
464211,Male,Yes,Yes,Average,B
461413,Female,No,Yes,Low,B
467660,Female,Yes,Yes,High,C
461193,Female,No,Yes,Low,D
460772,Male,Yes,No,Low,A
465702,Male,No,Yes,Low,A
459001,Female,No,No,Low,C
467006,Female,No,Yes,Low,B
466927,Male,No,No,Low,D
464107,Male,Yes,No,Average,C
460605,Male,Yes,Yes,Average,D
459847,Female,Yes,Yes,Average,C
460906,Female,Yes,Yes,High,A
459720,Male,No,No,Low,D
463294,Female,Yes,Yes,Low,B
465209,Male,Yes,Yes,Average,C
461222,Female,No,Yes,Low,D
464813,Male,Yes,Yes,Average,B
462855,Male,No,No,Low,D
463777,Female,Yes,Yes,Low,C
461672,Female,No,No,Low,A
467711,Female,No,Yes,Low,A
459662,Male,Yes,Yes,High,A
466515,Male,Yes,No,Average,A
464946,Male,Yes,Yes,Low,D
460880,Male,No,Yes,Low,A
459537,Female,No,Yes,Low,A
463635,Female,Yes,Yes,Low,A
467650,Male,Yes,Yes,Average,A
467891,Female,No,Yes,Low,D
459052,Male,Yes,No,Low,A
466439,Male,Yes,No,Low,D
464571,Male,No,No,Low,A
460758,Male,Yes,No,Average,A
462001,Female,Yes,No,Average,D
460172,Male,Yes,Yes,Average,C
466657,Female,Yes,Yes,High,C
461381,Male,Yes,Yes,Average,A
464275,Male,No,No,Low,D
463571,Female,No,Yes,Low,B
460017,Male,Yes,Yes,High,C
462171,Female,Yes,No,High,D
460436,Female,No,No,Low,A
459527,Male,Yes,Yes,Average,B
459278,Male,Yes,No,High,A
466851,Male,No,Yes,Low,A
466133,Female,No,No,Low,D
459678,Male,No,No,Low,D
464012,Female,Yes,Yes,High,A
464897,Male,Yes,No,High,D
463593,Female,No,No,Low,C
464559,Female,No,Yes,Low,D
463572,Male,Yes,Yes,Average,C
466496,Male,Yes,Yes,Average,B
461132,Male,Yes,Yes,Low,B
459165,Male,No,No,Low,C
461073,Female,No,No,Low,A
467868,Female,Yes,Yes,High,B
459825,Male,No,No,Low,D
463300,Male,Yes,No,Low,A
467532,Male,Yes,Yes,Low,A
465999,Female,Yes,No,Low,D
461166,Female,Yes,Yes,High,D
460143,Male,Yes,Yes,Low,A
463436,Female,No,No,Low,B
465090,Male,Yes,Yes,Average,B
466368,Male,No,Yes,Low,B
466809,Female,Yes,Yes,Low,B
462676,Female,Yes,Yes,Average,A
466924,Female,No,No,Low,D
466719,Male,Yes,No,High,A
460141,Male,No,Yes,Low,B
467936,Male,No,No,Low,D
465799,Male,Yes,Yes,Low,C
461745,Male,Yes,No,Low,A
465548,Female,No,Yes,Low,A
459359,Male,Yes,Yes,Average,C
461810,Female,Yes,Yes,Low,B
460024,Female,Yes,Yes,Low,B
462952,Male,Yes,Yes,Low,B
461862,Female,No,Yes,Low,C
462136,Female,No,Yes,Low,D
464676,Male,No,No,Low,C
461601,Male,Yes,Yes,Average,C
466465,Male,Yes,Yes,High,A
462067,Male,No,No,Low,D
460549,Male,No,Yes,Low,B
466732,Female,Yes,Yes,High,B
467579,Male,No,Yes,Low,C
465824,Male,Yes,No,Low,A
464637,Female,No,Yes,Low,D
463343,Male,Yes,Yes,Low,B
467206,Female,No,Yes,Low,C
466756,Male,Yes,Yes,Average,C
462386,Female,No,Yes,Low,B
467402,Female,No,Yes,Low,D
464976,Male,Yes,No,Low,D
464983,Female,Yes,No,Low,D
466974,Female,Yes,Yes,Average,C
462866,Male,Yes,Yes,Low,A
466453,Male,Yes,Yes,Average,A
463529,Male,No,Yes,Low,A
463651,Female,No,Yes,Low,A
463555,Female,No,Yes,Low,A
464314,Male,Yes,No,Low,D
461350,Male,No,No,Low,D
462354,Male,Yes,No,Average,C
462145,Female,No,Yes,Low,D
461041,Female,Yes,No,High,D
461946,Male,No,Yes,Low,C
466105,Female,Yes,Yes,Average,C
467598,Male,Yes,Yes,Low,A
464639,Male,Yes,No,Average,B
463143,Female,Yes,Yes,Low,B
465791,Female,No,No,Low,C
464418,Male,Yes,Yes,Average,B
460782,Male,Yes,Yes,High,A
467425,Female,No,Yes,Low,C
461986,Male,No,Yes,Low,B
461306,Male,No,No,Low,C
465554,Female,No,Yes,Low,A
467030,Male,No,Yes,Low,A
461753,Female,No,Yes,Low,B
464142,Female,Yes,Yes,High,C
467047,Female,No,No,Low,D
